Event_ID,Appeal_ID,Event_Timestamp,Process_Stage,Event_Type,Team_ID,User_Role,Delay_Reason,Event_Sequence
EVT-0002630,APL-2026-000300,2026-05-13 13:15:00,Routing,Case Reassigned,TM-01,Intake Supervisor,RC-04,8
EVT-0002631,APL-2026-000300,2026-05-13 14:07:00,Review,Review Started,TM-01,Reviewer,,9
EVT-0002632,APL-2026-000300,2026-05-14 11:07:00,Routing,Case Reassigned,TM-01,Intake Supervisor,RC-04,10
EVT-0002633,APL-2026-000300,2026-05-14 14:30:00,Escalation,Escalated,TM-06,Clinical Review Lead,RC-14,11
EVT-0002634,APL-2026-000300,2026-05-15 11:30:00,Review,Rework Started,TM-01,Reviewer,RC-01,12
EVT-0002635,APL-2026-000300,2026-06-01 14:22:00,Decision,Decision: Upheld,TM-01,Reviewer,,13
EVT-0002636,APL-2026-000300,2026-06-08 11:15:00,Closure,Case Closed,TM-01,Reporting Analyst,,14
EVT-0002637,APL-2026-000301,2026-02-12 16:30:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0002638,APL-2026-000301,2026-02-12 12:38:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0002639,APL-2026-000301,2026-02-12 12:00:00,Validation,Validation Failed,TM-05,Intake Specialist,RC-02,3
EVT-0002640,APL-2026-000301,2026-02-12 10:52:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0002641,APL-2026-000301,2026-02-16 12:52:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0002642,APL-2026-000301,2026-02-18 15:15:00,Review,Review Started,TM-05,Reviewer,,6
EVT-0002643,APL-2026-000301,2026-02-25 14:22:00,Decision,Decision: Upheld,TM-05,Reviewer,,7
EVT-0002644,APL-2026-000301,2026-02-26 11:30:00,Closure,Case Closed,TM-05,Reporting Analyst,,8
EVT-0002645,APL-2026-000302,2026-03-09 12:52:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0002646,APL-2026-000302,2026-03-09 13:07:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0002647,APL-2026-000302,2026-03-09 12:38:00,Validation,Validation Completed,TM-02,Intake Specialist,,3
EVT-0002648,APL-2026-000302,2026-03-09 14:15:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0002649,APL-2026-000302,2026-03-10 14:15:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0002650,APL-2026-000302,2026-03-11 13:45:00,Routing,Case Reassigned,TM-08,Intake Supervisor,RC-04,6
EVT-0002651,APL-2026-000302,2026-03-13 15:15:00,Review,Review Started,TM-08,Reviewer,,7
EVT-0002652,APL-2026-000302,2026-03-19 10:07:00,Decision,Decision: Partially Overturned,TM-08,Reviewer,,8
EVT-0002653,APL-2026-000302,2026-03-19 13:07:00,Closure,Case Closed,TM-08,Reporting Analyst,,9
EVT-0002654,APL-2026-000303,2026-05-01 16:22:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002655,APL-2026-000303,2026-05-01 17:38:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002656,APL-2026-000303,2026-05-01 14:45:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002657,APL-2026-000303,2026-05-01 10:30:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002658,APL-2026-000303,2026-05-01 09:45:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002659,APL-2026-000303,2026-05-05 10:15:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0002660,APL-2026-000303,2026-05-11 13:45:00,Decision,Decision: Upheld,TM-01,Reviewer,,7
EVT-0002661,APL-2026-000303,2026-05-11 16:07:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0002662,APL-2026-000304,2026-03-30 12:38:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0002663,APL-2026-000304,2026-03-30 15:45:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0002664,APL-2026-000304,2026-03-30 15:45:00,Validation,Validation Completed,TM-02,Intake Specialist,,3
EVT-0002665,APL-2026-000304,2026-03-30 11:15:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0002666,APL-2026-000304,2026-04-01 12:15:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0002667,APL-2026-000304,2026-04-01 13:22:00,Review,Review Started,TM-02,Reviewer,,6
EVT-0002668,APL-2026-000304,2026-04-07 15:45:00,Decision,Decision: Upheld,TM-02,Reviewer,,7
EVT-0002669,APL-2026-000304,2026-04-07 15:07:00,Closure,Case Closed,TM-02,Reporting Analyst,,8
EVT-0002670,APL-2026-000305,2026-01-03 12:38:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0002671,APL-2026-000305,2026-01-05 17:30:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0002672,APL-2026-000305,2026-01-05 12:00:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0002673,APL-2026-000305,2026-01-05 11:00:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0002674,APL-2026-000305,2026-01-05 17:45:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0002675,APL-2026-000305,2026-01-05 17:22:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0002676,APL-2026-000305,2026-01-14 17:45:00,Decision,Decision: Upheld,TM-04,Reviewer,,7
EVT-0002677,APL-2026-000305,2026-01-14 08:45:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0002678,APL-2026-000306,2026-05-02 12:52:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002679,APL-2026-000306,2026-05-04 11:38:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002680,APL-2026-000306,2026-05-04 09:15:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002681,APL-2026-000306,2026-05-04 12:00:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002682,APL-2026-000306,2026-05-05 11:07:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002683,APL-2026-000306,2026-05-05 15:45:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0002684,APL-2026-000306,2026-05-13 08:52:00,Decision,Decision: Overturned,TM-01,Reviewer,,7
EVT-0002685,APL-2026-000306,2026-05-20 16:45:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0002686,APL-2026-000307,2026-04-09 10:07:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0002687,APL-2026-000307,2026-04-13 11:30:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0002688,APL-2026-000307,2026-04-13 13:45:00,Validation,Validation Failed,TM-05,Intake Specialist,RC-02,3
EVT-0002689,APL-2026-000307,2026-04-13 14:52:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0002690,APL-2026-000307,2026-04-14 10:45:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0002691,APL-2026-000307,2026-04-15 09:00:00,Review,Review Started,TM-05,Reviewer,,6
EVT-0002692,APL-2026-000307,2026-04-16 11:52:00,Information Request,Information Requested,TM-05,Reviewer,RC-05,7
EVT-0002693,APL-2026-000307,2026-04-17 17:30:00,Review,Rework Started,TM-05,Reviewer,RC-01,8
EVT-0002694,APL-2026-000307,2026-04-21 14:38:00,Information Request,Information Received,TM-05,Reviewer,RC-05,9
EVT-0002695,APL-2026-000307,2026-04-27 12:07:00,Decision,Decision: Upheld,TM-05,Reviewer,,10
EVT-0002696,APL-2026-000307,2026-04-27 17:38:00,Closure,Case Closed,TM-05,Reporting Analyst,,11
EVT-0002697,APL-2026-000308,2026-07-04 11:52:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0002698,APL-2026-000308,2026-07-06 11:45:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0002699,APL-2026-000308,2026-07-06 12:15:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0002700,APL-2026-000308,2026-07-06 12:07:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0002701,APL-2026-000308,2026-07-06 11:15:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0002702,APL-2026-000308,2026-07-07 08:07:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0002703,APL-2026-000308,2026-07-08 16:07:00,Escalation,Escalated,TM-06,Clinical Review Lead,RC-14,7
EVT-0002704,APL-2026-000308,2026-07-21 13:30:00,Decision,Decision: Overturned,TM-03,Reviewer,,8
EVT-0002705,APL-2026-000308,2026-07-21 10:15:00,Closure,Case Closed,TM-03,Reporting Analyst,,9
EVT-0002706,APL-2026-000309,2026-06-25 14:45:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002707,APL-2026-000309,2026-06-26 14:52:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002708,APL-2026-000309,2026-06-26 12:07:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002709,APL-2026-000309,2026-06-26 16:45:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002710,APL-2026-000309,2026-07-01 09:52:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002711,APL-2026-000309,2026-07-01 13:00:00,Routing,Routing Error Identified,TM-01,Intake Supervisor,RC-04,6
EVT-0002712,APL-2026-000309,2026-07-02 13:22:00,Routing,Case Reassigned,TM-05,Intake Supervisor,RC-04,7
EVT-0002713,APL-2026-000309,2026-07-02 14:45:00,Review,Review Started,TM-05,Reviewer,,8
EVT-0002714,APL-2026-000309,2026-07-06 14:30:00,Review,Rework Started,TM-05,Reviewer,RC-01,9
EVT-0002715,APL-2026-000309,2026-07-10 10:22:00,Decision,Decision: Overturned,TM-05,Reviewer,,10
EVT-0002716,APL-2026-000309,2026-07-10 09:15:00,Closure,Case Closed,TM-05,Reporting Analyst,,11
EVT-0002717,APL-2026-000310,2026-03-14 17:07:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0002718,APL-2026-000310,2026-03-14 11:07:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0002719,APL-2026-000310,2026-03-14 09:22:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0002720,APL-2026-000310,2026-03-14 10:45:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0002721,APL-2026-000310,2026-03-16 17:38:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0002722,APL-2026-000310,2026-03-19 17:22:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0002723,APL-2026-000310,2026-03-23 10:52:00,Decision,Decision: Partially Overturned,TM-04,Reviewer,,7
EVT-0002724,APL-2026-000310,2026-03-30 11:07:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0002725,APL-2026-000311,2026-08-29 09:52:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002726,APL-2026-000311,2026-08-29 12:45:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002727,APL-2026-000311,2026-08-29 12:00:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002728,APL-2026-000311,2026-08-29 11:22:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002729,APL-2026-000311,2026-09-01 08:22:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002730,APL-2026-000311,2026-09-01 15:22:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0002731,APL-2026-000311,2026-09-02 16:45:00,Decision,Decision: Upheld,TM-01,Reviewer,,7
EVT-0002732,APL-2026-000311,2026-09-02 09:22:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0002733,APL-2026-000312,2026-01-26 09:07:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002734,APL-2026-000312,2026-01-26 14:15:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002735,APL-2026-000312,2026-01-26 13:15:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002736,APL-2026-000312,2026-01-26 10:38:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002737,APL-2026-000312,2026-01-30 11:45:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002738,APL-2026-000312,2026-01-30 11:07:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0002739,APL-2026-000312,2026-02-03 16:38:00,Decision,Decision: Upheld,TM-01,Reviewer,,7
EVT-0002740,APL-2026-000312,2026-02-10 14:00:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0002741,APL-2026-000313,2026-07-17 13:45:00,Intake,Appeal Received,TM-07,Intake Specialist,,1
EVT-0002742,APL-2026-000313,2026-07-17 14:00:00,Intake,Intake Logged,TM-07,Intake Specialist,,2
EVT-0002743,APL-2026-000313,2026-07-17 15:00:00,Validation,Validation Completed,TM-07,Intake Specialist,,3
EVT-0002744,APL-2026-000313,2026-07-17 11:07:00,Classification,Type Assigned,TM-07,Intake Supervisor,,4
EVT-0002745,APL-2026-000313,2026-07-23 17:52:00,Routing,Routed to Team,TM-07,Intake Supervisor,,5
EVT-0002746,APL-2026-000313,2026-07-23 10:45:00,Review,Review Started,TM-06,Reviewer,,6
EVT-0002747,APL-2026-000313,2026-07-24 11:38:00,Routing,Case Reassigned,TM-06,Intake Supervisor,RC-04,7
EVT-0002748,APL-2026-000313,2026-08-06 15:45:00,Decision,Decision: Partially Overturned,TM-06,Reviewer,,8
EVT-0002749,APL-2026-000313,2026-08-10 10:00:00,Closure,Case Closed,TM-06,Reporting Analyst,,9
EVT-0002750,APL-2026-000314,2026-08-20 10:30:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0002751,APL-2026-000314,2026-08-21 09:07:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0002752,APL-2026-000314,2026-08-21 15:00:00,Validation,Validation Failed,TM-05,Intake Specialist,RC-02,3
EVT-0002753,APL-2026-000314,2026-08-21 14:30:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0002754,APL-2026-000314,2026-08-27 17:07:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0002755,APL-2026-000314,2026-08-31 17:07:00,Review,Review Started,TM-05,Reviewer,,6
EVT-0002756,APL-2026-000314,2026-09-01 12:00:00,Information Request,Information Requested,TM-05,Reviewer,RC-05,7
EVT-0002757,APL-2026-000314,2026-09-21 15:30:00,Information Request,Information Received,TM-05,Reviewer,RC-05,8
EVT-0002758,APL-2026-000314,2026-09-21 10:00:00,Decision,Decision: Upheld,TM-05,Reviewer,,9
EVT-0002759,APL-2026-000314,2026-09-22 13:30:00,Closure,Case Closed,TM-05,Reporting Analyst,,10
EVT-0002760,APL-2026-000315,2026-07-31 16:22:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002761,APL-2026-000315,2026-07-31 13:00:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002762,APL-2026-000315,2026-07-31 14:07:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002763,APL-2026-000315,2026-07-31 15:00:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002764,APL-2026-000315,2026-08-03 15:07:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002765,APL-2026-000315,2026-08-03 12:45:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0002766,APL-2026-000315,2026-08-04 16:45:00,Routing,Case Reassigned,TM-03,Intake Supervisor,RC-04,7
EVT-0002767,APL-2026-000315,2026-08-11 11:38:00,Decision,Decision: Upheld,TM-03,Reviewer,,8
EVT-0002768,APL-2026-000315,2026-08-12 11:38:00,Closure,Case Closed,TM-03,Reporting Analyst,,9
EVT-0002769,APL-2026-000316,2026-09-08 14:22:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0002770,APL-2026-000316,2026-09-09 08:15:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0002771,APL-2026-000316,2026-09-09 15:00:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0002772,APL-2026-000316,2026-09-09 16:07:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0002773,APL-2026-000316,2026-09-11 12:38:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0002774,APL-2026-000316,2026-09-14 08:52:00,Routing,Case Reassigned,TM-08,Intake Supervisor,RC-04,6
EVT-0002775,APL-2026-000316,2026-09-16 15:07:00,Review,Review Started,TM-08,Reviewer,,7
EVT-0002776,APL-2026-000316,2026-09-23 09:07:00,Decision,Decision: Upheld,TM-08,Reviewer,,8
EVT-0002777,APL-2026-000316,2026-09-23 17:22:00,Closure,Case Closed,TM-08,Reporting Analyst,,9
EVT-0002778,APL-2026-000317,2026-05-21 15:07:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002779,APL-2026-000317,2026-05-21 13:45:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002780,APL-2026-000317,2026-05-21 11:30:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002781,APL-2026-000317,2026-05-21 11:07:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002782,APL-2026-000317,2026-05-21 09:00:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002783,APL-2026-000317,2026-05-25 12:00:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0002784,APL-2026-000317,2026-06-02 16:52:00,Decision,Decision: Overturned,TM-01,Reviewer,,7
EVT-0002785,APL-2026-000317,2026-06-09 11:15:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0002786,APL-2026-000318,2026-04-15 13:30:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0002787,APL-2026-000318,2026-04-16 16:38:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0002788,APL-2026-000318,2026-04-16 11:07:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0002789,APL-2026-000318,2026-04-16 15:22:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0002790,APL-2026-000318,2026-04-17 09:00:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0002791,APL-2026-000318,2026-04-20 13:07:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0002792,APL-2026-000318,2026-04-21 15:00:00,Escalation,Escalated,TM-06,Clinical Review Lead,RC-14,7
EVT-0002793,APL-2026-000318,2026-04-24 10:22:00,Decision,Decision: Upheld,TM-03,Reviewer,,8
EVT-0002794,APL-2026-000318,2026-04-24 14:15:00,Closure,Case Closed,TM-03,Reporting Analyst,,9
EVT-0002795,APL-2026-000319,2026-06-08 12:00:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002796,APL-2026-000319,2026-06-09 14:07:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002797,APL-2026-000319,2026-06-09 14:07:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002798,APL-2026-000319,2026-06-09 14:22:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002799,APL-2026-000319,2026-06-09 09:22:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002800,APL-2026-000319,2026-06-10 14:07:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0002801,APL-2026-000319,2026-06-12 17:22:00,Review,Rework Started,TM-01,Reviewer,RC-01,7
EVT-0002802,APL-2026-000319,2026-06-17 15:07:00,Decision,Decision: Upheld,TM-01,Reviewer,,8
EVT-0002803,APL-2026-000319,2026-06-18 14:15:00,Closure,Case Closed,TM-01,Reporting Analyst,,9
EVT-0002804,APL-2026-000320,2026-06-11 10:15:00,Intake,Appeal Received,TM-03,Intake Specialist,,1
EVT-0002805,APL-2026-000320,2026-06-11 08:07:00,Intake,Intake Logged,TM-03,Intake Specialist,,2
EVT-0002806,APL-2026-000320,2026-06-11 08:52:00,Validation,Validation Completed,TM-03,Intake Specialist,,3
EVT-0002807,APL-2026-000320,2026-06-11 12:00:00,Classification,Type Assigned,TM-03,Intake Supervisor,,4
EVT-0002808,APL-2026-000320,2026-06-12 09:00:00,Routing,Routed to Team,TM-03,Intake Supervisor,,5
EVT-0002809,APL-2026-000320,2026-06-15 10:07:00,Review,Review Started,TM-03,Reviewer,,6
EVT-0002810,APL-2026-000320,2026-06-16 14:38:00,Decision,Decision: Upheld,TM-03,Reviewer,,7
EVT-0002811,APL-2026-000320,2026-06-16 16:52:00,Closure,Case Closed,TM-03,Reporting Analyst,,8
EVT-0002812,APL-2026-000321,2026-02-27 08:52:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002813,APL-2026-000321,2026-03-02 09:52:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002814,APL-2026-000321,2026-03-02 11:22:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002815,APL-2026-000321,2026-03-02 11:45:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
EVT-0002816,APL-2026-000321,2026-03-02 11:52:00,Routing,Routed to Team,TM-01,Intake Supervisor,,5
EVT-0002817,APL-2026-000321,2026-03-04 15:07:00,Review,Review Started,TM-01,Reviewer,,6
EVT-0002818,APL-2026-000321,2026-03-16 12:52:00,Decision,Decision: Upheld,TM-01,Reviewer,,7
EVT-0002819,APL-2026-000321,2026-03-16 12:00:00,Closure,Case Closed,TM-01,Reporting Analyst,,8
EVT-0002820,APL-2026-000322,2026-05-17 14:45:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0002821,APL-2026-000322,2026-05-17 15:45:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0002822,APL-2026-000322,2026-05-17 10:38:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0002823,APL-2026-000322,2026-05-17 16:52:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0002824,APL-2026-000322,2026-05-21 09:45:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0002825,APL-2026-000322,2026-05-26 17:22:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0002826,APL-2026-000322,2026-05-29 14:00:00,Decision,Decision: Upheld,TM-04,Reviewer,,7
EVT-0002827,APL-2026-000322,2026-05-29 17:00:00,Closure,Case Closed,TM-04,Reporting Analyst,,8
EVT-0002828,APL-2026-000323,2026-05-08 13:52:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0002829,APL-2026-000323,2026-05-08 08:00:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0002830,APL-2026-000323,2026-05-08 10:30:00,Validation,Validation Completed,TM-02,Intake Specialist,,3
EVT-0002831,APL-2026-000323,2026-05-08 10:52:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0002832,APL-2026-000323,2026-05-11 15:38:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0002833,APL-2026-000323,2026-05-12 15:00:00,Review,Review Started,TM-02,Reviewer,,6
EVT-0002834,APL-2026-000323,2026-05-15 15:52:00,Decision,Decision: Overturned,TM-02,Reviewer,,7
EVT-0002835,APL-2026-000323,2026-05-15 17:52:00,Closure,Case Closed,TM-02,Reporting Analyst,,8
EVT-0002836,APL-2026-000324,2026-02-03 10:38:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0002837,APL-2026-000324,2026-02-03 16:45:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0002838,APL-2026-000324,2026-02-03 12:52:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0002839,APL-2026-000324,2026-02-03 13:00:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0002840,APL-2026-000324,2026-02-03 10:30:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0002841,APL-2026-000324,2026-02-04 10:15:00,Routing,Case Reassigned,TM-07,Intake Supervisor,RC-04,6
EVT-0002842,APL-2026-000324,2026-02-04 14:38:00,Review,Review Started,TM-07,Reviewer,,7
EVT-0002843,APL-2026-000324,2026-02-09 11:52:00,Decision,Decision: Partially Overturned,TM-07,Reviewer,,8
EVT-0002844,APL-2026-000324,2026-02-10 16:52:00,Closure,Case Closed,TM-07,Reporting Analyst,,9
EVT-0002845,APL-2026-000325,2026-04-30 11:15:00,Intake,Appeal Received,TM-05,Intake Specialist,,1
EVT-0002846,APL-2026-000325,2026-04-30 10:00:00,Intake,Intake Logged,TM-05,Intake Specialist,,2
EVT-0002847,APL-2026-000325,2026-04-30 10:00:00,Validation,Validation Failed,TM-05,Intake Specialist,RC-02,3
EVT-0002848,APL-2026-000325,2026-04-30 10:52:00,Classification,Type Assigned,TM-05,Intake Supervisor,,4
EVT-0002849,APL-2026-000325,2026-05-06 16:22:00,Routing,Routed to Team,TM-05,Intake Supervisor,,5
EVT-0002850,APL-2026-000325,2026-05-07 11:38:00,Routing,Case Reassigned,TM-03,Intake Supervisor,RC-04,6
EVT-0002851,APL-2026-000325,2026-05-08 09:38:00,Review,Review Started,TM-03,Reviewer,,7
EVT-0002852,APL-2026-000325,2026-05-11 15:45:00,Information Request,Information Requested,TM-03,Reviewer,RC-05,8
EVT-0002853,APL-2026-000325,2026-05-14 09:07:00,Information Request,Information Received,TM-03,Reviewer,RC-05,9
EVT-0002854,APL-2026-000325,2026-05-22 14:07:00,Decision,Decision: Upheld,TM-03,Reviewer,,10
EVT-0002855,APL-2026-000325,2026-05-22 15:07:00,Closure,Case Closed,TM-03,Reporting Analyst,,11
EVT-0002856,APL-2026-000326,2026-09-21 08:52:00,Intake,Appeal Received,TM-04,Intake Specialist,,1
EVT-0002857,APL-2026-000326,2026-09-21 15:52:00,Intake,Intake Logged,TM-04,Intake Specialist,,2
EVT-0002858,APL-2026-000326,2026-09-21 10:52:00,Validation,Validation Completed,TM-04,Intake Specialist,,3
EVT-0002859,APL-2026-000326,2026-09-21 15:30:00,Classification,Type Assigned,TM-04,Intake Supervisor,,4
EVT-0002860,APL-2026-000326,2026-09-23 13:00:00,Routing,Routed to Team,TM-04,Intake Supervisor,,5
EVT-0002861,APL-2026-000326,2026-09-28 08:30:00,Review,Review Started,TM-04,Reviewer,,6
EVT-0002862,APL-2026-000327,2026-08-02 17:45:00,Intake,Appeal Received,TM-02,Intake Specialist,,1
EVT-0002863,APL-2026-000327,2026-08-04 12:38:00,Intake,Intake Logged,TM-02,Intake Specialist,,2
EVT-0002864,APL-2026-000327,2026-08-04 17:52:00,Validation,Validation Completed,TM-02,Intake Specialist,,3
EVT-0002865,APL-2026-000327,2026-08-04 13:00:00,Classification,Type Assigned,TM-02,Intake Supervisor,,4
EVT-0002866,APL-2026-000327,2026-08-05 13:15:00,Routing,Routed to Team,TM-02,Intake Supervisor,,5
EVT-0002867,APL-2026-000327,2026-08-06 11:07:00,Review,Review Started,TM-02,Reviewer,,6
EVT-0002868,APL-2026-000327,2026-08-11 17:22:00,Decision,Decision: Overturned,TM-02,Reviewer,,7
EVT-0002869,APL-2026-000327,2026-08-13 10:45:00,Closure,Case Closed,TM-02,Reporting Analyst,,8
EVT-0002870,APL-2026-000328,2026-03-04 14:00:00,Intake,Appeal Received,TM-01,Intake Specialist,,1
EVT-0002871,APL-2026-000328,2026-03-04 15:38:00,Intake,Intake Logged,TM-01,Intake Specialist,,2
EVT-0002872,APL-2026-000328,2026-03-04 17:22:00,Validation,Validation Completed,TM-01,Intake Specialist,,3
EVT-0002873,APL-2026-000328,2026-03-04 16:00:00,Classification,Type Assigned,TM-01,Intake Supervisor,,4
